pin_nbr,pin,the_geom,low_address,high_address,street_direction,street_name,street_type,community,ward,status
20073160170000,20-07-316-017,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6761626816466,41.7961210628352],[-87.6761646944393,41.7961896814889],[-87.6757055705298,41.7961947380823],[-87.6757036315685,41.7961261198439],[-87.6761626816466,41.7961210628352]]]]}",5348,5348,S,SEELEY,AVE,NEW CITY,16,sold
20074010190000,20-07-401-019,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6726871439255,41.8001531735706],[-87.673144236289,41.8001487211545],[-87.6731460992392,41.8002173389478],[-87.6726890797341,41.8002217917896],[-87.6726871439255,41.8001531735706]]]]}",5135,5135,S,WINCHESTER,AVE,NEW CITY,16,sold
20074080060000,20-07-408-006,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6742615895011,41.7989169163144],[-87.6742635269695,41.7989855345334],[-87.6738385797369,41.798989023366],[-87.6738366427218,41.7989204051432],[-87.6742615895011,41.7989169163144]]]]}",5213,5213,S,DAMEN,AVE,NEW CITY,16,sold
20074110300000,20-07-411-030,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6701583863647,41.7987446713832],[-87.670160319452,41.7988132896417],[-87.6697024365321,41.798817067003],[-87.6697005039333,41.7987484487404],[-87.6701583863647,41.7987446713832]]]]}",5220,5220,S,WOOD,ST,NEW CITY,16,sold
20074120300000,20-07-412-030,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6689502229535,41.7988900529436],[-87.6689520080646,41.798958670363],[-87.6684913483482,41.7989613291216],[-87.6684895637286,41.7988927116986],[-87.6689502229535,41.7988900529436]]]]}",5214,5214,S,HERMITAGE,AVE,NEW CITY,16,sold
20074120380000,20-07-412-038,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6689357221355,41.7983411122866],[-87.6689375072235,41.7984097297125],[-87.6684772181594,41.7984123905642],[-87.6684754335625,41.7983437731347],[-87.6689357221355,41.7983411122866]]]]}",5236,5236,S,HERMITAGE,AVE,NEW CITY,16,sold
20074130480000,20-07-413-048,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6677027626342,41.7977360500524],[-87.6677044986117,41.7978021973623],[-87.6672418589646,41.7978056080497],[-87.6672400450049,41.7977399542525],[-87.6677027626342,41.7977360500524]]]]}",5258,5258,S,PAULINA,ST,NEW CITY,16,sold
20074170160000,20-07-417-016,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6725867941811,41.7964979232153],[-87.6725849318843,41.7964293053737],[-87.6730426539171,41.7964252411418],[-87.6730445167022,41.7964938589795],[-87.6725867941811,41.7964979232153]]]]}",5337,5337,S,WINCHESTER,AVE,NEW CITY,16,sold
20074170260000,20-07-417-026,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6720962332089,41.7974632293909],[-87.6720943719851,41.797394556674],[-87.672552320922,41.797390495713],[-87.6725541831986,41.7974591135436],[-87.6720962332089,41.7974632293909]]]]}",5302,5302,S,WOLCOTT,AVE,NEW CITY,16,sold
20074210010000,20-07-421-001,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6682103154372,41.7974819601969],[-87.6682120997393,41.7975505776386],[-87.6677493095376,41.7975545383579],[-87.6677474523863,41.7974859204877],[-87.6682103154372,41.7974819601969]]]]}",5301,5301,S,HERMITAGE,AVE,NEW CITY,16,sold
20074210330000,20-07-421-033,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6676814682641,41.7969373947661],[-87.6676833253368,41.7970060126432],[-87.6672200989939,41.7970099687091],[-87.6672181690731,41.7969413504029],[-87.6676814682641,41.7969373947661]]]]}",5320,5320,S,PAULINA,ST,NEW CITY,16,sold
20074300010000,20-07-430-001,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6664872954241,41.7957430168318],[-87.6664853663055,41.7956743985042],[-87.6669412608832,41.7956692502555],[-87.6669431171471,41.7957378681536],[-87.6664872954241,41.7957430168318]]]]}",5401,5401,S,PAULINA,ST,NEW CITY,16,sold
20074300150000,20-07-430-015,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6664601413718,41.7947823593189],[-87.6664581389578,41.7947137405541],[-87.6669148334652,41.794708597043],[-87.6669167630264,41.794777215378],[-87.6664601413718,41.7947823593189]]]]}",5437,5437,S,PAULINA,ST,NEW CITY,16,sold
20074310080000,20-07-431-008,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.665272554361,41.7952763460839],[-87.6652705532055,41.7952077273133],[-87.6657147816823,41.7952026807399],[-87.6657167833116,41.7952712995062],[-87.665272554361,41.7952763460839]]]]}",5419,5419,S,MARSHFIELD,AVE,NEW CITY,16,sold
20081250230000,20-08-125-023,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6625120425236,41.8027483657388],[-87.6629683638337,41.8027423027762],[-87.6629700978691,41.802808175654],[-87.6625137760916,41.80281423862],[-87.6625120425236,41.8027483657388]]]]}",5010,5010,S,LAFLIN,ST,NEW CITY,20,sold
20081250250000,20-08-125-025,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6625086487444,41.8026166204024],[-87.6629649691196,41.8026105574463],[-87.6629667031498,41.8026764303256],[-87.6625103089583,41.8026824928568],[-87.6625086487444,41.8026166204024]]]]}",5014,5014,S,LAFLIN,,NEW CITY,20,sold
20082130250000,20-08-213-025,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6470643247784,41.8034710163262],[-87.6471564705097,41.8034698104433],[-87.6471649291812,41.8038114140812],[-87.6470727841318,41.8038125102029],[-87.6470643247784,41.8034710163262]]]]}",842,842,W,50,ST,NEW CITY,20,sold
20082130280000,20-08-213-028,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6467878858121,41.8034747981776],[-87.6468800321368,41.8034735376344],[-87.6468884946122,41.8038146473425],[-87.6467963501422,41.8038156883603],[-87.6467878858121,41.8034747981776]]]]}",834,834,W,50,ST,NEW CITY,20,sold
20082170270000,20-08-217-027,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6503570136815,41.802610823803],[-87.650813703592,41.8026045917777],[-87.6508154723123,41.8026729348808],[-87.6503588552651,41.8026791673455],[-87.6503570136815,41.802610823803]]]]}",5022,5022,S,MORGAN,ST,NEW CITY,20,sold
20082170280000,20-08-217-028,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6503551721008,41.8025424802597],[-87.6508119348745,41.8025362486739],[-87.650813703592,41.8026045917777],[-87.6503570136815,41.802610823803],[-87.6503551721008,41.8025424802597]]]]}",5024,5024,S,MORGAN,ST,NEW CITY,20,sold
20082170290000,20-08-217-029,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6503533305231,41.8024741367156],[-87.6508101661598,41.8024679055692],[-87.6508119348745,41.8025362486739],[-87.6503551721008,41.8025424802597],[-87.6503533305231,41.8024741367156]]]]}",5026,5026,S,MORGAN,ST,NEW CITY,20,sold
20082190160000,20-08-219-016,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6462249835788,41.8029581972693],[-87.6463172025171,41.8029569376107],[-87.646325715391,41.8032999137979],[-87.6462334959609,41.8033011734595],[-87.6462249835788,41.8029581972693]]]]}",821,821,W,50TH,ST,NEW CITY,20,sold
20082190170000,20-08-219-017,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6461327646379,41.8029594568537],[-87.6462249835788,41.8029581972693],[-87.6462334959609,41.8033011734595],[-87.6461412765282,41.8033024330471],[-87.6461327646379,41.8029594568537]]]]}",817,817,W,50,ST,NEW CITY,20,sold
20083000350000,20-08-300-035,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6641029383629,41.8001887223495],[-87.6641046735259,41.8002545952474],[-87.6636609848765,41.8002607912831],[-87.6636592501679,41.8001949183819],[-87.6641029383629,41.8001887223495]]]]}",5136,5136,S,JUSTINE,ST,NEW CITY,16,sold
20083000400000,20-08-300-040,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.664094409279,41.7998593587034],[-87.6640960710831,41.7999252311778],[-87.6636523847058,41.7999314271972],[-87.6636507233561,41.7998655547198],[-87.664094409279,41.7998593587034]]]]}",5146,5146,S,JUSTINE,ST,NEW CITY,16,sold
20083080200000,20-08-308-020,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6640793626093,41.7992822580592],[-87.6640811425285,41.7993508755117],[-87.6636374618276,41.7993569068561],[-87.6636356823818,41.7992882894002],[-87.6640793626093,41.7992822580592]]]]}",5204,5204,S,JUSTINE,ST,NEW CITY,16,sold
20083080210000,20-08-308-021,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6640775093481,41.7992136401786],[-87.6640793626093,41.7992822580592],[-87.6636356823818,41.7992882894002],[-87.6636338295939,41.799219671516],[-87.6640775093481,41.7992136401786]]]]}",5206,5206,S,JUSTINE,ST,NEW CITY,16,sold
20083080220000,20-08-308-022,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6640757294347,41.7991450227244],[-87.6640775093481,41.7992136401786],[-87.6636338295939,41.799219671516],[-87.6636320501538,41.7991510540585],[-87.6640757294347,41.7991450227244]]]]}",5208,5208,S,JUSTINE,ST,NEW CITY,16,sold
20083080350000,20-08-308-035,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6640524681155,41.798250689833],[-87.6640542445655,41.7983196365919],[-87.6636105709782,41.7983256678855],[-87.6636087950038,41.7982567211233],[-87.6640524681155,41.798250689833]]]]}",5242,5242,S,JUSTINE,ST,NEW CITY,16,sold
20083090120000,20-08-309-012,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6633704655588,41.7983995709667],[-87.6633722447095,41.798468188435],[-87.6629158786856,41.7984744174479],[-87.6629141000218,41.7984057999762],[-87.6633704655588,41.7983995709667]]]]}",5235,5235,S,JUSTINE,ST,NEW CITY,16,sold
20093020350000,20-09-302-035,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6422420429473,41.8007315800694],[-87.6422438735198,41.8008001432271],[-87.6417856439775,41.8008074296424],[-87.6417837405471,41.8007388660396],[-87.6422420429473,41.8007315800694]]]]}",5124,5124,S,LOWE,AVE,NEW CITY,3,sold
20093190350000,20-09-319-035,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6409647992841,41.7978270799422],[-87.6409675025287,41.797930281257],[-87.6405032047007,41.7979376357879],[-87.6405006482959,41.7978344902347],[-87.6409647992841,41.7978270799422]]]]}",5300,5300,S,WALLACE,ST,NEW CITY,3,sold
20093280120000,20-09-328-012-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6438478182663,41.7948150056387],[-87.6438560464687,41.7951558951035],[-87.6437644230619,41.7951573759223],[-87.6437561941684,41.794816596219],[-87.6438478182663,41.7948150056387]]]]}",725,725,W,54TH,PL,NEW CITY,20,sold
20093280120000,20-09-328-012,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6438478182663,41.7948150056387],[-87.6438560464687,41.7951558951035],[-87.6437644230619,41.7951573759223],[-87.6437561941684,41.794816596219],[-87.6438478182663,41.7948150056387]]]]}",725,725,W,54TH,PL,NEW CITY,20,sold
20093280130000,20-09-328-013-0000,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6436645700669,41.7948181867261],[-87.6437561941684,41.794816596219],[-87.6437644230619,41.7951573759223],[-87.6436728724034,41.7951589119904],[-87.6436361202448,41.7951595146282],[-87.6436278914425,41.7948187898031],[-87.6436645700669,41.7948181867261]]]]}",723,723,W,54TH,PL,NEW CITY,20,sold
20093280130000,20-09-328-013,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6436645700669,41.7948181867261],[-87.6437561941684,41.794816596219],[-87.6437644230619,41.7951573759223],[-87.6436728724034,41.7951589119904],[-87.6436361202448,41.7951595146282],[-87.6436278914425,41.7948187898031],[-87.6436645700669,41.7948181867261]]]]}",723,723,W,54TH,PL,NEW CITY,20,sold
20093290020000,20-09-329-002,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6426209711044,41.795041997445],[-87.6426225813918,41.7951106142254],[-87.6421605710702,41.7951185929873],[-87.6421589612757,41.7950499762042],[-87.6426209711044,41.795041997445]]]]}",5437,5437,S,UNION,AVE,NEW CITY,20,sold
20093290200000,20-09-329-020,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.640789527393,41.7948676312339],[-87.6407975388661,41.7952067083559],[-87.6407059147586,41.7952082416163],[-87.6406979037683,41.7948691644916],[-87.640789527393,41.7948676312339]]]]}",609,609,W,54TH,PL,NEW CITY,20,sold
20093290210000,20-09-329-021,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6406979037683,41.7948691644916],[-87.6407059147586,41.7952082416163],[-87.6406142173076,41.7952097743613],[-87.6406062062097,41.794870752116],[-87.6406979037683,41.7948691644916]]]]}",607,607,W,54TH,PL,NEW CITY,20,sold
20094090090000,20-09-409-009,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6339886373375,41.798243995091],[-87.6339983178883,41.7985881869605],[-87.633911010188,41.7985902899257],[-87.6339012609384,41.798245713432],[-87.6339886373375,41.798243995091]]]]}",318,318,W,53RD,ST,FULLER PARK,3,sold
20094170010000,20-09-417-001,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.632967412267,41.7980147731136],[-87.6329690772631,41.7980841587109],[-87.6324751655449,41.7980963497134],[-87.6324735004835,41.7980270189952],[-87.632967412267,41.7980147731136]]]]}",5301,5301,S,PRINCETON,AVE,FULLER PARK,3,sold
20094170020000,20-09-417-002,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6324727585337,41.7979941379717],[-87.6324710857022,41.7979255207181],[-87.6329649967064,41.7979132748407],[-87.6329665967217,41.7979818916441],[-87.632967412267,41.7980147731136],[-87.6324735004835,41.7980270189952],[-87.6324727585337,41.7979941379717]]]]}",5303,5305,S,PRINCETON,AVE,FULLER PARK,3,sold
20094170140000,20-09-417-014,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.632943823724,41.7970353047744],[-87.6329458937594,41.7971213780897],[-87.6324522094597,41.7971335703936],[-87.6324501400849,41.7970474970747],[-87.632943823724,41.7970353047744]]]]}",5337,5337,S,PRINCETON,AVE,FULLER PARK,3,sold
20101190130000,20-10-119-013,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6228718972678,41.8034911206344],[-87.6234642698906,41.8034810614105],[-87.6234649938828,41.8035085086713],[-87.6234667311217,41.8035770714877],[-87.6228742842652,41.8035871302637],[-87.6228726210071,41.803518567897],[-87.6228718972678,41.8034911206344]]]]}",5006,5006,S,MICHIGAN,AVE,GRAND BOULEVARD,3,sold
20101200110000,20-10-120-011,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6224887863796,41.802839124866],[-87.6224905225694,41.8029076876969],[-87.6224922587618,41.802976250527],[-87.6224923636028,41.8029800382806],[-87.6219045443394,41.8029900109287],[-87.6219044395331,41.8029862231749],[-87.6219027773158,41.8029176607951],[-87.6219010417527,41.8028490979603],[-87.6219004390226,41.8028240115185],[-87.6224881834202,41.8028140384253],[-87.6224887863796,41.802839124866]]]]}",5029,5031,S,MICHIGAN,AVE,GRAND BOULEVARD,3,sold
20103100360000,20-10-310-036,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6216906896726,41.7974836055161],[-87.6216924249461,41.797552168415],[-87.6211008317075,41.7975629918281],[-87.6210990970646,41.7974944289253],[-87.6216906896726,41.7974836055161]]]]}",5320,5320,S,INDIANA,AVE,WASHINGTON PARK,3,sold
20103100410000,20-10-310-041,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6216804247715,41.7970722290145],[-87.6216820866872,41.7971407914639],[-87.6210904972321,41.797151614854],[-87.6210887626052,41.7970830519463],[-87.6216804247715,41.7970722290145]]]]}",5336,5336,S,INDIANA,AVE,WASHINGTON PARK,3,sold
20143080290000,20-14-308-029,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6035147806135,41.7827557645885],[-87.6035177721162,41.782892888175],[-87.6028867586206,41.782899635352],[-87.6028835484869,41.7827625103613],[-87.6035147806135,41.7827557645885]]]]}",6140,6140,S,INGLESIDE,AVE,WOODLAWN,20,sold
20143080380000,20-14-308-038,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6028756292664,41.7824265043772],[-87.602874055894,41.782358381164],[-87.6027306040291,41.7823599936974],[-87.6027292116797,41.7822694782489],[-87.6028718711408,41.7822678867492],[-87.6030245597435,41.7822661825082],[-87.603120843147,41.7822651074972],[-87.6031227499432,41.7823555713262],[-87.6031242490087,41.7824238038355],[-87.6031256753741,41.7824919809963],[-87.6028772032641,41.7824945727077],[-87.6028756292664,41.7824265043772]]]]}",6156,6158,S,INGLESIDE,AVE,WOODLAWN,20,sold
20143090170000,20-14-309-017,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6012558211012,41.782376621002],[-87.6017317208504,41.7823712551529],[-87.6017331479041,41.7824327911587],[-87.6012572476999,41.78243815701],[-87.6012558211012,41.782376621002]]]]}",6158,6158,S,ELLIS,AVE,WOODLAWN,20,sold
20143170170000,20-14-317-017,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.5980010423647,41.7818203686354],[-87.5986651985289,41.7818129271748],[-87.5986656818047,41.7818348296772],[-87.5986667624284,41.78188148947],[-87.5980026055566,41.7818889309339],[-87.5980010423647,41.7818203686354]]]]}",6212,6212,S,UNIVERSITY,AVE,WOODLAWN,20,sold
20143170190000,20-14-317-019,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.5979946442266,41.7815460087313],[-87.5986590181569,41.7815385138095],[-87.5986611486945,41.7816345226047],[-87.5986620719897,41.7816756928184],[-87.597997844545,41.7816830789215],[-87.5979946442266,41.7815460087313]]]]}",6220,6222,S,UNIVERSITY,AVE,WOODLAWN,20,sold
20144080030000,20-14-408-003,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.5939591488595,41.7835544469078],[-87.5945677136197,41.7835491412281],[-87.5945709060459,41.7836862662898],[-87.5939623393582,41.7836916268574],[-87.5939591488595,41.7835544469078]]]]}",6117,6117,S,KIMBARK,AVE,WOODLAWN,20,sold
20151050010000,20-15-105-001,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6206914917239,41.7936689512116],[-87.6206934448442,41.7937508527359],[-87.6201801649169,41.7937597422919],[-87.6201782161005,41.7936775114727],[-87.6206914917239,41.7936689512116]]]]}",5521,5521,S,INDIANA,,WASHINGTON PARK,20,sold
20151050020000,20-15-105-002,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6206898309025,41.7936003887155],[-87.6206914917239,41.7936689512116],[-87.6201782161005,41.7936775114727],[-87.6201765558261,41.7936089489736],[-87.6206898309025,41.7936003887155]]]]}",5523,5523,S,INDIANA,AVE,WASHINGTON PARK,20,sold
20151070410000,20-15-107-041,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6247870183779,41.7917327257273],[-87.6247888302177,41.7918012891244],[-87.624197667746,41.7918111432974],[-87.6241958565361,41.791742579896],[-87.6247870183779,41.7917327257273]]]]}",5634,5634,S,WABASH,AVE,WASHINGTON PARK,20,sold
20151100080000,20-15-110-008,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6199984905715,41.7921527145419],[-87.6205927396851,41.7921426267095],[-87.620594399779,41.7922112441051],[-87.6200001500316,41.792221331941],[-87.6199984905715,41.7921527145419]]]]}",5623,5623,S,INDIANA,AVE,WASHINGTON PARK,20,sold
20151110080000,20-15-111-008,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.6183702188438,41.7917192040898],[-87.6183684138469,41.7916506406439],[-87.6189626578504,41.7916406160908],[-87.6189644634806,41.7917091795324],[-87.6189661957779,41.7917777425172],[-87.6189680999443,41.7918506425384],[-87.6184619547239,41.7918590199532],[-87.6183737824946,41.7918605020021],[-87.6183719505077,41.7917877670785],[-87.6183702188438,41.7917192040898]]]]}",5631,5631,S,PRAIRIE,AVE,WASHINGTON PARK,20,sold
20151120130000,20-15-112-013,"{""type"":""MultiPolygon"",""coordinates"":[[[[-87.617329887271,41.7913495461355],[-87.6173315444863,41.7914181086784],[-87.6167522676955,41.791427779074],[-87.6167506110975,41.7913592165277],[-87.617329887271,41.7913495461355]]]]}",5655,5655,S,CALUMET,AVE,WASHINGTON PARK,20,sold
